mun_code,mun_name,mun_name_simple,mun_id,reg_map,reg_name
3157906,"SANTA MARGARIDA","SANTA MARGARIDA",265,"ZONA DA MATA",Mata
3158003,"SANTA MARIA DE ITABIRA","SANTA MARIA DE ITABIRA",130,"CENTRAL MINEIRA",Central
3158102,"SANTA MARIA DO SALTO","SANTA MARIA DO SALTO",743,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3158201,"SANTA MARIA DO SUAÇUÍ","SANTA MARIA DO SUACUI",826,"VALE DO RIO DOCE","Rio Doce"
3158300,"SANTANA DA VARGEM","SANTANA DA VARGEM",425,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3158508,"SANTANA DE PIRAPAMA","SANTANA DE PIRAPAMA",131,"CENTRAL MINEIRA",Central
3158607,"SANTANA DO DESERTO","SANTANA DO DESERTO",269,"ZONA DA MATA",Mata
3158706,"SANTANA DO GARAMBÉU","SANTANA DO GARAMBEU",132,"CENTRAL MINEIRA",Central
3158805,"SANTANA DO JACARÉ","SANTANA DO JACARE",568,"OESTE DE MINAS","Centro Oeste"
3158904,"SANTANA DO MANHUAÇU","SANTANA DO MANHUACU",270,"ZONA DA MATA",Mata
3158953,"SANTANA DO PARAÍSO","SANTANA DO PARAISO",829,"VALE DO RIO DOCE","Rio Doce"
3159001,"SANTANA DO RIACHO","SANTANA DO RIACHO",133,"CENTRAL MINEIRA",Central
3159100,"SANTANA DOS MONTES","SANTANA DOS MONTES",134,"CENTRAL MINEIRA",Central
3159209,"SANTA RITA DE CALDAS","SANTA RITA DE CALDAS",423,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3159308,"SANTA RITA DE JACUTINGA","SANTA RITA DE JACUTINGA",267,"ZONA DA MATA",Mata
3159357,"SANTA RITA DE MINAS","SANTA RITA DE MINAS",827,"VALE DO RIO DOCE","Rio Doce"
3159407,"SANTA RITA DE IBITIPOCA","SANTA RITA DE IBITIPOCA",266,"ZONA DA MATA",Mata
3159506,"SANTA RITA DO ITUETO","SANTA RITA DO ITUETO",828,"VALE DO RIO DOCE","Rio Doce"
3159605,"SANTA RITA DO SAPUCAÍ","SANTA RITA DO SAPUCAI",424,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3159704,"SANTA ROSA DA SERRA","SANTA ROSA DA SERRA",517,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3159902,"SANTO ANTÔNIO DO AMPARO","SANTO ANTONIO DO AMPARO",569,"OESTE DE MINAS","Centro Oeste"
3160009,"SANTO ANTÔNIO DO AVENTUREIRO","SANTO ANTONIO DO AVENTUREIRO",271,"ZONA DA MATA",Mata
3160108,"SANTO ANTÔNIO DO GRAMA","SANTO ANTONIO DO GRAMA",272,"ZONA DA MATA",Mata
3160306,"SANTO ANTÔNIO DO JACINTO","SANTO ANTONIO DO JACINTO",744,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3160405,"SANTO ANTÔNIO DO MONTE","SANTO ANTONIO DO MONTE",570,"OESTE DE MINAS","Centro Oeste"
3160454,"SANTO ANTÔNIO DO RETIRO","SANTO ANTONIO DO RETIRO",670,"NORTE DE MINAS","Norte de Minas"
3160603,"SANTO HIPÓLITO","SANTO HIPOLITO",137,"CENTRAL MINEIRA",Central
3160702,"SANTOS DUMONT","SANTOS DUMONT",273,"ZONA DA MATA",Mata
3160801,"SÃO BENTO ABADE","SAO BENTO ABADE",426,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3161007,"SÃO DOMINGOS DO PRATA","SAO DOMINGOS DO PRATA",139,"CENTRAL MINEIRA",Central
3161106,"SÃO FRANCISCO","SAO FRANCISCO",671,"NORTE DE MINAS","Norte de Minas"
3161205,"SÃO FRANCISCO DE PAULA","SAO FRANCISCO DE PAULA",571,"OESTE DE MINAS","Centro Oeste"
3161304,"SÃO FRANCISCO DE SALES","SAO FRANCISCO DE SALES",485,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3161403,"SÃO FRANCISCO DO GLÓRIA","SAO FRANCISCO DO GLORIA",274,"ZONA DA MATA",Mata
